# sample_id,timestamp,fsr1,fsr2,fsr3
96217,192434,422,380,450
96218,192436,421,382,450
96219,192438,420,380,450
96220,192440,421,380,450
96221,192442,419,377,450
96222,192444,417,380,448
96223,192446,420,380,448
96224,192448,420,380,452
96225,192450,421,380,451
96226,192452,418,380,449
96227,192454,422,384,452
96228,192456,421,378,448
96229,192458,417,381,449
96230,192460,421,379,448
96231,192462,420,375,450
96232,192464,421,381,452
96233,192466,420,380,447
96234,192468,418,377,452
96235,192470,418,380,451
96236,192472,420,379,447
96237,192474,423,379,449
96238,192476,423,379,453
96239,192478,419,380,450
96240,192480,422,381,448
96241,192482,420,379,450
96242,192484,417,380,452
96243,192486,420,380,451
96244,192488,416,380,452
96245,192490,417,381,448
96246,192492,422,383,448
96247,192494,421,382,450
96248,192496,422,379,453
96249,192498,420,380,448
96250,192500,421,382,451
96251,192502,418,383,451
96252,192504,418,381,450
96253,192506,420,381,451
96254,192508,419,382,449
96255,192510,421,380,449
96256,192512,423,380,451
96257,192514,420,382,449
96258,192516,418,382,451
96259,192518,423,383,447
96260,192520,420,383,455
96261,192522,422,376,452
96262,192524,416,380,451
96263,192526,422,380,454
96264,192528,417,382,448
96265,192530,419,379,449
96266,192532,420,379,450
96267,192534,422,376,450
96268,192536,420,379,451
96269,192538,420,382,448
96270,192540,422,380,449
96271,192542,418,381,446
96272,192544,418,378,451
96273,192546,420,381,450
96274,192548,419,379,449
96275,192550,421,380,448
96276,192552,425,379,449
96277,192554,422,378,451
96278,192556,422,384,447
96279,192558,419,378,450
96280,192560,420,382,452
96281,192562,418,380,450
96282,192564,421,383,445
96283,192566,418,380,448
96284,192568,418,377,449
96285,192570,419,380,452
96286,192572,420,382,449
96287,192574,418,378,449
96288,192576,418,377,450
96289,192578,415,376,450
96290,192580,419,377,452
96291,192582,417,382,447
96292,192584,419,378,451
96293,192586,419,378,450
96294,192588,417,378,450
96295,192590,423,382,449
96296,192592,422,380,451
96297,192594,419,379,450
96298,192596,423,383,450
96299,192598,420,381,451
96300,192600,420,380,449
96301,192602,420,378,454
96302,192604,421,380,452
96303,192606,417,383,450
96304,192608,419,379,449
96305,192610,419,380,448
96306,192612,421,380,449
96307,192614,422,379,452
96308,192616,419,381,449
96309,192618,418,383,449
96310,192620,419,381,452
96311,192622,418,382,446
96312,192624,421,382,451
96313,192626,422,379,447
96314,192628,421,380,452
96315,192630,418,383,452
96316,192632,421,378,449
96317,192634,419,379,449
96318,192636,422,384,447
96319,192638,418,381,447
96320,192640,419,379,447
96321,192642,422,379,452
96322,192644,420,378,448
96323,192646,420,380,452
96324,192648,419,382,451
96325,192650,420,377,449
96326,192652,418,383,451
96327,192654,421,381,450
96328,192656,418,378,448
96329,192658,423,382,453
96330,192660,418,379,449
96331,192662,421,382,448
96332,192664,423,377,449
96333,192666,421,380,450
96334,192668,419,378,450
96335,192670,422,381,449
96336,192672,418,381,447
96337,192674,420,378,453
96338,192676,421,380,451
96339,192678,416,380,448
96340,192680,422,379,448
96341,192682,418,381,451
96342,192684,419,379,452
96343,192686,421,380,451
96344,192688,422,379,449
96345,192690,420,383,451
96346,192692,421,382,450
96347,192694,424,379,450
96348,192696,420,379,449
96349,192698,419,375,449
96350,192700,419,378,446
96351,192702,419,379,450
96352,192704,424,381,451
96353,192706,420,381,448
96354,192708,420,381,453
96355,192710,420,377,451
96356,192712,420,377,448
96357,192714,420,379,453
96358,192716,419,379,452
96359,192718,419,381,451
96360,192720,419,384,448
96361,192722,419,377,451
96362,192724,418,381,453
96363,192726,418,381,446
96364,192728,421,380,452
96365,192730,423,379,449
96366,192732,417,380,451
96367,192734,422,380,447
96368,192736,420,377,451
96369,192738,421,382,452
96370,192740,420,378,452
96371,192742,418,380,448
96372,192744,420,380,450
96373,192746,419,376,449
96374,192748,426,382,449
96375,192750,422,376,452
96376,192752,421,380,451
96377,192754,423,381,448
96378,192756,418,382,450
96379,192758,421,379,452
96380,192760,419,381,455
96381,192762,421,381,453
96382,192764,424,379,452
96383,192766,418,376,451
96384,192768,418,382,447
96385,192770,421,381,452
96386,192772,420,377,449
96387,192774,419,378,447
96388,192776,416,379,447
96389,192778,417,380,448
96390,192780,418,379,450
96391,192782,417,381,452
96392,192784,420,382,449
96393,192786,417,378,451
96394,192788,421,378,451
96395,192790,421,379,449
96396,192792,420,381,449
96397,192794,422,378,446
96398,192796,416,378,452
96399,192798,423,379,451
96400,192800,419,380,449
96401,192802,423,380,448
96402,192804,417,378,453
96403,192806,422,377,452
96404,192808,420,381,449
96405,192810,421,382,449
96406,192812,418,380,452
96407,192814,421,381,450
96408,192816,419,380,451
96409,192818,420,382,449
96410,192820,419,381,449
96411,192822,422,382,449
96412,192824,421,380,448
96413,192826,417,378,446
96414,192828,417,379,451
96415,192830,419,381,450
96416,192832,418,379,450
96417,192834,419,379,448
96418,192836,421,378,452
96419,192838,420,378,450
96420,192840,423,382,451
96421,192842,417,381,450
96422,192844,419,383,449
96423,192846,421,381,445
96424,192848,419,379,456
96425,192850,423,375,451
96426,192852,424,382,452
96427,192854,419,375,448
96428,192856,420,380,449
96429,192858,421,382,448
96430,192860,421,377,450
96431,192862,423,380,450
96432,192864,422,382,449
96433,192866,418,380,450
96434,192868,419,382,449
96435,192870,420,378,450
96436,192872,419,380,450
96437,192874,419,381,453
96438,192876,424,383,449
96439,192878,421,380,448
96440,192880,418,379,452
96441,192882,419,383,450
96442,192884,419,379,452
96443,192886,421,380,450
96444,192888,420,379,452
96445,192890,420,379,452
96446,192892,420,379,450
96447,192894,418,381,450
96448,192896,420,381,452
96449,192898,422,381,449
96450,192900,421,380,449
96451,192902,415,381,449
96452,192904,418,381,447
96453,192906,424,380,451
96454,192908,423,380,447
96455,192910,419,380,452
96456,192912,418,381,451
96457,192914,423,382,449
96458,192916,419,382,452
96459,192918,416,380,450
96460,192920,420,378,448
96461,192922,423,383,451
96462,192924,421,380,451
96463,192926,421,377,450
96464,192928,419,381,452
96465,192930,421,380,452
96466,192932,420,378,451
96467,192934,420,378,451
96468,192936,420,379,449
96469,192938,420,383,448
96470,192940,421,382,450
96471,192942,419,380,451
96472,192944,422,378,451
96473,192946,420,380,450
96474,192948,420,381,449
96475,192950,418,375,449
96476,192952,421,382,447
96477,192954,418,379,451
96478,192956,420,384,452
96479,192958,418,378,453
96480,192960,420,381,449
96481,192962,421,378,451
96482,192964,421,382,452
96483,192966,417,376,449
96484,192968,424,384,450
96485,192970,419,381,451
96486,192972,418,377,448
96487,192974,416,380,450
96488,192976,425,378,448
96489,192978,419,382,448
96490,192980,421,380,449
96491,192982,418,378,451
96492,192984,419,380,453
96493,192986,422,377,450
96494,192988,423,382,451
96495,192990,419,381,454
96496,192992,419,380,447
96497,192994,423,380,454
96498,192996,421,380,451
96499,192998,422,379,447
96500,193000,418,381,448
96501,193002,422,382,451
96502,193004,423,378,451
96503,193006,417,382,450
96504,193008,420,376,452
96505,193010,419,378,450
96506,193012,419,379,450
96507,193014,422,382,452
96508,193016,422,383,452
96509,193018,421,383,447
96510,193020,418,383,449
96511,193022,417,377,453
96512,193024,422,385,451
96513,193026,420,378,450
96514,193028,417,380,445
96515,193030,422,378,452
96516,193032,420,381,450
96517,193034,421,375,447
96518,193036,418,382,452
96519,193038,422,384,449
96520,193040,420,381,449
96521,193042,421,383,450
96522,193044,418,381,449
96523,193046,421,381,450
96524,193048,417,382,451
96525,193050,419,381,449
96526,193052,422,381,447
96527,193054,423,380,447
96528,193056,419,382,451
96529,193058,418,379,451
96530,193060,419,381,449
96531,193062,419,381,449
96532,193064,421,381,450
96533,193066,420,379,449
96534,193068,422,379,449
96535,193070,419,381,449
96536,193072,420,379,448
96537,193074,422,376,454
96538,193076,419,380,449
96539,193078,419,379,452
96540,193080,421,378,449
96541,193082,420,378,449
96542,193084,420,380,449
96543,193086,418,381,451
96544,193088,418,381,449
96545,193090,419,381,453
96546,193092,418,381,451
96547,193094,418,381,451
96548,193096,417,378,450
96549,193098,421,383,450
96550,193100,423,383,449
96551,193102,418,380,453
96552,193104,426,380,453
96553,193106,416,379,450
96554,193108,423,378,450
96555,193110,423,380,455
96556,193112,416,383,449
96557,193114,418,383,448
96558,193116,423,378,450
96559,193118,418,380,454
96560,193120,419,378,452
96561,193122,422,382,451
96562,193124,420,380,453
96563,193126,419,384,446
96564,193128,421,381,450
96565,193130,421,376,452
96566,193132,417,375,452
96567,193134,420,380,447
96568,193136,421,379,446
96569,193138,420,377,453
96570,193140,422,377,449
96571,193142,418,379,452
96572,193144,421,378,449
96573,193146,423,385,453
96574,193148,418,381,450
96575,193150,425,381,445
96576,193152,422,380,451
96577,193154,422,377,451
96578,193156,415,379,449
96579,193158,422,378,453
96580,193160,416,380,449
96581,193162,420,379,448
96582,193164,422,380,449
96583,193166,425,380,449
96584,193168,420,380,449
96585,193170,420,380,454
96586,193172,423,380,451
96587,193174,419,382,448
96588,193176,420,378,446
96589,193178,419,381,451
96590,193180,421,381,454
96591,193182,419,381,454
96592,193184,417,380,455
96593,193186,419,382,447
96594,193188,423,380,452
96595,193190,422,380,449
96596,193192,418,379,451
96597,193194,422,378,453
96598,193196,417,380,451
96599,193198,421,383,452
96600,193200,421,379,448
96601,193202,423,382,451
96602,193204,418,381,451
96603,193206,423,383,451
96604,193208,421,379,447
96605,193210,421,378,449
96606,193212,418,382,453
96607,193214,420,377,451
96608,193216,418,382,453
96609,193218,416,379,448
96610,193220,418,384,452
96611,193222,420,377,448
96612,193224,422,379,449
96613,193226,422,381,447
96614,193228,419,377,453
96615,193230,424,379,452
96616,193232,421,379,449
96617,193234,420,377,451
96618,193236,421,378,449
96619,193238,416,377,448
96620,193240,422,380,448
96621,193242,422,379,454
96622,193244,418,381,450
96623,193246,422,378,452
96624,193248,422,378,453
96625,193250,418,382,454
96626,193252,420,383,449
96627,193254,421,385,454
96628,193256,416,378,452
96629,193258,420,378,452
96630,193260,421,381,452
96631,193262,420,382,451
96632,193264,422,380,448
96633,193266,419,377,454
96634,193268,418,379,451
96635,193270,422,382,449
96636,193272,420,385,449
96637,193274,418,377,449
96638,193276,420,377,452
96639,193278,420,381,448
96640,193280,417,380,449
96641,193282,418,378,449
96642,193284,421,378,449
96643,193286,414,375,449
96644,193288,420,380,451
96645,193290,418,381,450
96646,193292,420,379,453
96647,193294,424,379,450
96648,193296,420,383,448
96649,193298,423,379,449
96650,193300,419,383,448
96651,193302,421,379,452
96652,193304,420,380,451
96653,193306,419,382,450
96654,193308,419,377,451
96655,193310,415,382,454
96656,193312,420,376,451
96657,193314,423,383,449
96658,193316,420,381,451
96659,193318,423,380,448
96660,193320,419,381,447
96661,193322,417,378,450
96662,193324,420,379,450
96663,193326,421,379,448
96664,193328,424,382,450
96665,193330,416,381,450
96666,193332,422,380,453
96667,193334,425,379,452
96668,193336,421,381,450
96669,193338,417,384,448
96670,193340,422,380,448
96671,193342,415,380,449
96672,193344,421,378,449
96673,193346,416,381,449
96674,193348,419,376,444
96675,193350,421,379,447
96676,193352,420,380,449
96677,193354,421,380,449
96678,193356,422,380,449
96679,193358,422,378,451
96680,193360,421,379,447
96681,193362,423,377,449
96682,193364,422,380,449
96683,193366,419,377,451
96684,193368,419,380,451
96685,193370,418,380,454
96686,193372,420,383,451
96687,193374,421,380,447
96688,193376,417,379,451
96689,193378,421,381,450
96690,193380,421,382,450
96691,193382,418,380,453
96692,193384,421,377,449
96693,193386,421,381,449
96694,193388,420,381,453
96695,193390,420,380,447
96696,193392,421,380,450
96697,193394,422,381,452
96698,193396,420,380,451
96699,193398,420,377,444
96700,193400,421,382,449
96701,193402,422,380,446
96702,193404,420,379,447
96703,193406,419,383,447
96704,193408,417,380,448
96705,193410,422,380,449
96706,193412,419,376,448
96707,193414,420,377,449
96708,193416,421,380,450
96709,193418,425,383,448
96710,193420,420,380,448
96711,193422,422,381,453
96712,193424,419,379,452
96713,193426,415,379,451
96714,193428,415,381,453
96715,193430,420,383,451
96716,193432,421,379,451
96717,193434,417,379,453
96718,193436,422,380,454
96719,193438,421,381,453
96720,193440,420,382,452
96721,193442,423,381,450
96722,193444,418,382,451
96723,193446,419,379,453
96724,193448,414,377,446
96725,193450,420,383,448
96726,193452,419,379,450
96727,193454,418,378,447
96728,193456,418,378,451
96729,193458,420,380,449
96730,193460,420,377,449
96731,193462,422,379,450
96732,193464,420,381,451
96733,193466,421,381,450
96734,193468,419,383,449
96735,193470,423,379,452
96736,193472,421,381,453
96737,193474,419,378,450
96738,193476,416,379,450
96739,193478,416,380,447
96740,193480,421,380,450
96741,193482,423,382,447
96742,193484,423,382,452
96743,193486,419,374,447
96744,193488,425,382,451
96745,193490,421,381,449
96746,193492,423,381,451
96747,193494,419,381,451
96748,193496,424,379,449
96749,193498,420,381,449
96750,193500,419,380,450
96751,193502,421,375,449
96752,193504,425,381,449
96753,193506,416,380,449
96754,193508,422,384,451
96755,193510,421,381,447
96756,193512,421,380,450
96757,193514,422,383,451
96758,193516,419,382,448
96759,193518,420,383,448
96760,193520,420,379,450
96761,193522,419,382,452
96762,193524,419,382,446
96763,193526,421,386,447
96764,193528,420,377,449
96765,193530,419,383,449
96766,193532,420,381,449
96767,193534,422,384,447
96768,193536,420,379,455
96769,193538,421,376,449
96770,193540,423,383,451
96771,193542,423,381,452
96772,193544,416,379,449
96773,193546,420,378,447
96774,193548,425,378,451
96775,193550,420,379,446
96776,193552,418,377,450
96777,193554,418,378,449
96778,193556,421,380,449
96779,193558,418,382,450
96780,193560,417,379,449
96781,193562,418,378,451
96782,193564,418,379,446
96783,193566,422,378,448
96784,193568,418,380,451
96785,193570,418,378,452
96786,193572,420,379,449
96787,193574,419,380,452
96788,193576,419,382,449
96789,193578,418,380,450
96790,193580,424,382,455
96791,193582,419,384,455
96792,193584,420,375,455
96793,193586,420,378,450
96794,193588,418,381,449
96795,193590,422,381,448
96796,193592,417,381,446
96797,193594,417,379,449
96798,193596,421,380,452
96799,193598,417,378,453
96800,193600,418,382,454
96801,193602,420,379,454
96802,193604,420,379,448
96803,193606,417,378,451
96804,193608,419,380,452
96805,193610,421,380,452
96806,193612,417,381,448
96807,193614,421,385,451
96808,193616,421,380,451
96809,193618,420,379,450
96810,193620,415,378,451
96811,193622,419,380,447
96812,193624,419,378,448
96813,193626,422,376,448
96814,193628,419,380,452
96815,193630,416,380,451
96816,193632,419,377,448
96817,193634,418,381,449
96818,193636,420,378,448
96819,193638,420,381,448
96820,193640,420,379,447
96821,193642,416,381,452
96822,193644,418,383,451
96823,193646,420,378,448
96824,193648,421,380,448
96825,193650,418,379,450
96826,193652,416,378,451
96827,193654,417,381,452
96828,193656,416,380,446
96829,193658,423,379,449
96830,193660,419,381,450
96831,193662,421,383,450
96832,193664,424,380,452
96833,193666,419,381,448
96834,193668,418,379,450
96835,193670,420,383,449
96836,193672,423,381,451
96837,193674,419,383,453
96838,193676,420,382,452
96839,193678,419,382,452
96840,193680,420,381,449
96841,193682,424,380,451
96842,193684,421,377,448
96843,193686,415,382,450
96844,193688,417,382,449
96845,193690,419,381,451
96846,193692,422,380,449
96847,193694,420,381,452
96848,193696,421,377,456
96849,193698,421,377,451
96850,193700,421,377,449
96851,193702,421,380,446
96852,193704,418,382,448
96853,193706,419,377,450
96854,193708,420,382,453
96855,193710,420,379,448
96856,193712,417,380,449
96857,193714,419,379,447
96858,193716,421,381,450
96859,193718,417,382,453
96860,193720,421,380,452
96861,193722,418,379,451
96862,193724,417,382,448
96863,193726,418,379,449
96864,193728,419,381,450
96865,193730,419,380,453
96866,193732,420,379,449
96867,193734,422,378,447
96868,193736,421,381,451
96869,193738,420,377,448
96870,193740,420,378,451
96871,193742,423,380,451
96872,193744,421,382,449
96873,193746,422,381,454
96874,193748,420,377,451
96875,193750,419,380,453
96876,193752,419,383,454
96877,193754,422,378,449
96878,193756,419,380,449
96879,193758,423,381,451
96880,193760,422,379,451
96881,193762,421,380,448
96882,193764,421,379,453
96883,193766,419,379,451
96884,193768,419,379,450
96885,193770,420,380,450
96886,193772,418,380,452
96887,193774,420,381,449
96888,193776,417,378,448
96889,193778,419,380,452
96890,193780,419,387,450
96891,193782,424,378,451
96892,193784,421,378,450
96893,193786,421,380,451
96894,193788,421,381,448
96895,193790,417,379,450
96896,193792,420,381,451
96897,193794,421,381,452
96898,193796,421,380,447
96899,193798,417,381,452
96900,193800,421,381,450
96901,193802,421,381,451
96902,193804,418,377,451
96903,193806,420,379,452
96904,193808,419,382,447
96905,193810,422,380,451
96906,193812,423,382,449
96907,193814,418,381,447
96908,193816,421,382,450
96909,193818,420,379,452
96910,193820,421,381,450
96911,193822,419,379,446
96912,193824,418,379,448
96913,193826,419,380,450
96914,193828,419,380,448
96915,193830,418,380,448
96916,193832,417,378,452
96917,193834,424,383,451
96918,193836,418,380,452
96919,193838,423,379,445
96920,193840,419,377,452
96921,193842,421,379,449
96922,193844,418,379,452
96923,193846,422,381,451
96924,193848,421,380,449
96925,193850,419,382,445
96926,193852,419,383,450
96927,193854,421,382,450
96928,193856,423,381,447
96929,193858,420,379,455
96930,193860,417,382,448
96931,193862,422,382,446
96932,193864,418,381,449
96933,193866,421,379,451
96934,193868,424,379,451
96935,193870,423,381,451
96936,193872,418,381,451
96937,193874,422,379,453
96938,193876,419,380,451
96939,193878,424,382,450
96940,193880,423,381,447
96941,193882,414,378,448
96942,193884,423,382,450
96943,193886,421,379,451
96944,193888,419,378,451
96945,193890,417,383,448
96946,193892,422,379,450
96947,193894,420,378,451
96948,193896,422,380,450
96949,193898,416,381,448
96950,193900,422,379,451
96951,193902,421,380,447
96952,193904,421,380,452
96953,193906,423,379,447
96954,193908,419,378,448
96955,193910,420,378,450
96956,193912,417,380,450
96957,193914,419,377,452
96958,193916,420,378,448
96959,193918,420,379,452
96960,193920,423,381,450
96961,193922,416,378,450
96962,193924,418,378,448
96963,193926,421,381,452
96964,193928,420,377,448
96965,193930,419,378,451
96966,193932,418,380,448
96967,193934,417,379,452
96968,193936,421,382,451
96969,193938,420,381,449
96970,193940,419,380,449
96971,193942,419,377,451
96972,193944,420,380,452
96973,193946,418,378,449
96974,193948,418,381,448
96975,193950,421,380,450
96976,193952,423,382,450
96977,193954,419,377,448
96978,193956,421,380,452
96979,193958,420,377,453
96980,193960,419,380,454
96981,193962,421,382,446
96982,193964,418,379,451
96983,193966,421,382,449
96984,193968,421,383,454
96985,193970,420,382,452
96986,193972,419,383,450
96987,193974,419,380,450
96988,193976,421,381,452
96989,193978,421,379,450
96990,193980,421,376,452
96991,193982,423,380,450
96992,193984,420,380,449
96993,193986,421,376,448
96994,193988,419,379,449
96995,193990,423,380,449
96996,193992,421,378,454
96997,193994,422,381,451
96998,193996,423,375,453
96999,193998,423,381,452
97000,194000,419,379,452
97001,194002,417,380,452
97002,194004,423,379,450
97003,194006,427,379,452
97004,194008,419,377,450
97005,194010,421,375,450
97006,194012,419,383,451
97007,194014,418,383,450
97008,194016,423,380,452
97009,194018,421,380,449
97010,194020,419,378,450
97011,194022,420,380,452
97012,194024,421,382,447
97013,194026,418,383,446
97014,194028,421,380,449
97015,194030,416,384,450
97016,194032,418,382,447
97017,194034,421,377,448
97018,194036,421,380,449
97019,194038,422,375,449
97020,194040,422,377,449
97021,194042,420,378,451
97022,194044,418,379,446
97023,194046,423,381,452
97024,194048,419,380,448
97025,194050,419,382,451
97026,194052,419,377,452
97027,194054,423,381,449
97028,194056,421,377,453
97029,194058,423,382,446
97030,194060,420,380,450
97031,194062,423,382,450
97032,194064,420,383,452
97033,194066,418,381,452
97034,194068,423,380,450
97035,194070,419,384,453
97036,194072,421,380,451
97037,194074,423,381,449
97038,194076,420,380,451
97039,194078,420,381,451
97040,194080,422,379,450
97041,194082,420,382,451
97042,194084,421,378,451
97043,194086,421,379,449
97044,194088,424,379,450
97045,194090,417,379,451
97046,194092,418,377,448
97047,194094,420,382,448
97048,194096,419,378,450
97049,194098,419,377,450
97050,194100,422,377,450
97051,194102,419,378,453
97052,194104,422,381,450
97053,194106,422,382,452
97054,194108,419,377,448
97055,194110,424,381,449
97056,194112,420,383,448
97057,194114,420,378,449
97058,194116,422,381,449
97059,194118,420,381,450
97060,194120,421,379,449
97061,194122,416,380,448
97062,194124,420,380,450
97063,194126,426,377,450
97064,194128,423,382,451
97065,194130,421,379,454
97066,194132,420,380,450
97067,194134,421,379,453
97068,194136,420,383,447
97069,194138,423,382,449
97070,194140,420,381,446
97071,194142,419,384,446
97072,194144,423,380,450
97073,194146,422,379,446
97074,194148,419,381,449
97075,194150,418,381,451
97076,194152,418,379,448
97077,194154,420,381,450
97078,194156,420,380,450
97079,194158,419,380,449
97080,194160,419,379,449
97081,194162,420,381,454
97082,194164,420,381,454
97083,194166,422,380,452
97084,194168,416,381,451
97085,194170,424,378,452
97086,194172,419,381,450
97087,194174,419,379,451
97088,194176,422,377,447
97089,194178,420,379,448
97090,194180,422,379,448
97091,194182,423,379,450
97092,194184,422,378,448
97093,194186,421,379,447
97094,194188,422,379,449
97095,194190,420,380,453
97096,194192,421,380,450
97097,194194,422,384,452
97098,194196,420,378,450
97099,194198,420,381,452
97100,194200,420,381,448
97101,194202,421,380,450
97102,194204,420,383,450
97103,194206,420,381,451
97104,194208,421,377,453
97105,194210,420,380,451
97106,194212,423,378,449
97107,194214,421,379,452
97108,194216,420,380,456
97109,194218,421,381,450
97110,194220,421,381,450
97111,194222,417,377,449
97112,194224,418,380,451
97113,194226,423,381,451
97114,194228,420,381,450
97115,194230,422,382,451
97116,194232,419,380,452
97117,194234,421,380,449
97118,194236,421,381,450
97119,194238,423,383,449
97120,194240,419,385,450
97121,194242,423,378,450
97122,194244,420,379,450
97123,194246,423,380,450
97124,194248,419,380,452
97125,194250,419,377,449
97126,194252,422,379,454
97127,194254,415,379,452
97128,194256,420,378,449
97129,194258,421,382,451
97130,194260,421,378,456
97131,194262,420,381,452
97132,194264,423,382,448
97133,194266,422,384,446
97134,194268,420,382,450
97135,194270,421,379,451
97136,194272,418,380,451
97137,194274,420,375,451
97138,194276,419,380,448
97139,194278,419,382,451
97140,194280,422,378,448
97141,194282,421,379,450
97142,194284,420,381,446
97143,194286,420,380,452
97144,194288,419,379,449
97145,194290,423,381,453
97146,194292,419,380,451
97147,194294,423,375,450
97148,194296,424,383,451
97149,194298,422,381,450
97150,194300,422,382,452
97151,194302,418,378,449
97152,194304,420,383,451
97153,194306,422,377,449
97154,194308,421,378,450
97155,194310,422,380,448
97156,194312,419,383,449
97157,194314,421,378,449
97158,194316,422,381,451
97159,194318,423,378,450
97160,194320,421,381,451
97161,194322,418,382,447
97162,194324,421,379,452
97163,194326,422,381,451
97164,194328,422,383,448
97165,194330,419,377,450
97166,194332,416,378,446
97167,194334,419,384,449
97168,194336,422,379,450
97169,194338,421,383,450
97170,194340,420,379,455
97171,194342,419,383,447
97172,194344,422,379,450
97173,194346,421,378,449
97174,194348,420,383,452
97175,194350,421,375,451
97176,194352,420,380,449
97177,194354,420,376,454
97178,194356,418,382,450
97179,194358,417,383,451
97180,194360,419,380,452
97181,194362,418,380,448
97182,194364,422,379,447
97183,194366,418,384,453
97184,194368,423,380,451
97185,194370,418,375,453
97186,194372,418,383,448
97187,194374,421,378,452
97188,194376,420,384,448
97189,194378,421,381,448
97190,194380,419,379,449
97191,194382,423,381,447
97192,194384,420,385,447
97193,194386,420,383,452
97194,194388,422,378,446
97195,194390,417,381,451
97196,194392,417,376,452
97197,194394,423,375,450
97198,194396,419,381,451
97199,194398,418,380,451
97200,194400,422,378,449
97201,194402,417,379,454
97202,194404,420,382,448
97203,194406,419,382,448
97204,194408,420,380,449
97205,194410,418,381,450
97206,194412,419,384,452
97207,194414,421,381,450
97208,194416,419,379,448
97209,194418,417,381,452
97210,194420,419,382,452
97211,194422,422,380,446
97212,194424,421,378,448
97213,194426,421,378,447
97214,194428,420,380,451
97215,194430,423,382,449
97216,194432,418,379,449
97217,194434,421,379,450
97218,194436,421,380,449
97219,194438,420,381,453
97220,194440,421,380,450
97221,194442,421,382,448
97222,194444,417,380,449
97223,194446,418,384,450
97224,194448,420,379,451
97225,194450,419,380,448
97226,194452,422,379,452
97227,194454,418,379,452
97228,194456,423,382,449
97229,194458,422,384,448
97230,194460,417,377,449
97231,194462,417,381,447
97232,194464,419,383,447
97233,194466,419,379,448
97234,194468,420,381,450
97235,194470,421,380,451
97236,194472,420,383,455
97237,194474,423,381,453
97238,194476,419,382,451
97239,194478,422,378,447
97240,194480,421,381,448
97241,194482,421,378,451
97242,194484,419,379,451
97243,194486,421,378,449
97244,194488,421,375,447
97245,194490,419,382,447
97246,194492,420,379,449
97247,194494,420,379,449
97248,194496,421,381,453
97249,194498,418,380,453
97250,194500,417,383,450
97251,194502,420,379,451
97252,194504,420,380,447
97253,194506,422,382,446
97254,194508,423,381,446
97255,194510,423,380,449
97256,194512,420,380,450
97257,194514,419,381,450
97258,194516,421,380,447
97259,194518,421,377,449
97260,194520,420,382,451
97261,194522,421,378,447
97262,194524,422,377,452
97263,194526,418,380,451
97264,194528,421,382,449
97265,194530,418,382,451
97266,194532,422,380,447
97267,194534,418,381,452
97268,194536,420,378,451
97269,194538,422,379,449
97270,194540,422,384,449
97271,194542,418,379,449
97272,194544,422,376,450
97273,194546,419,381,449
97274,194548,421,375,444
97275,194550,419,381,448
97276,194552,419,382,447
97277,194554,423,382,449
97278,194556,421,376,449
97279,194558,420,383,449
97280,194560,421,381,450
97281,194562,420,379,448
97282,194564,419,382,450
97283,194566,418,380,451
97284,194568,420,380,448
97285,194570,418,379,450
97286,194572,419,380,452
97287,194574,421,378,447
97288,194576,421,380,453
97289,194578,420,379,445
97290,194580,418,384,450
97291,194582,416,380,450
97292,194584,421,380,449
97293,194586,419,380,447
97294,194588,418,378,449
97295,194590,419,381,450
97296,194592,419,382,450
97297,194594,423,382,455
97298,194596,424,381,448
97299,194598,424,380,452
97300,194600,415,384,448
97301,194602,420,378,451
97302,194604,420,377,451
97303,194606,421,379,448
97304,194608,421,380,448
97305,194610,420,383,449
97306,194612,420,381,451
97307,194614,420,378,446
97308,194616,420,382,445
97309,194618,418,378,445
97310,194620,420,377,450
97311,194622,419,380,454
97312,194624,422,377,450
97313,194626,421,379,447
97314,194628,421,376,453
97315,194630,421,377,452
97316,194632,419,379,451
97317,194634,421,382,452
97318,194636,416,382,450
97319,194638,421,379,453
97320,194640,420,379,449
97321,194642,419,381,448
97322,194644,423,382,450
97323,194646,425,379,450
97324,194648,420,379,447
97325,194650,424,383,449
97326,194652,420,379,450
97327,194654,422,384,450
97328,194656,419,380,450
97329,194658,421,381,449
97330,194660,422,380,449
97331,194662,421,377,450
97332,194664,420,380,450
97333,194666,419,382,450
97334,194668,420,382,449
97335,194670,419,381,448
97336,194672,423,378,451
97337,194674,420,383,452
97338,194676,415,381,454
97339,194678,420,379,449
97340,194680,420,375,450
97341,194682,420,381,456
97342,194684,420,379,448
97343,194686,422,379,449
97344,194688,422,380,452
97345,194690,417,377,449
97346,194692,418,378,451
97347,194694,420,382,446
97348,194696,419,376,451
97349,194698,423,379,451
97350,194700,420,382,447
97351,194702,419,381,449
97352,194704,418,380,449
97353,194706,421,380,453
97354,194708,419,376,451
97355,194710,421,379,453
97356,194712,422,380,452
97357,194714,423,383,449
97358,194716,424,377,450
97359,194718,422,378,454
97360,194720,422,382,453
97361,194722,421,378,455
97362,194724,420,376,450
97363,194726,420,379,448
97364,194728,416,379,451
97365,194730,424,385,447
97366,194732,420,383,450
97367,194734,422,380,453
97368,194736,422,378,451
97369,194738,415,379,452
97370,194740,424,383,449
97371,194742,418,382,448
97372,194744,420,377,449
97373,194746,420,377,449
97374,194748,417,381,448
97375,194750,419,383,448
97376,194752,419,378,451
97377,194754,417,380,450
97378,194756,421,381,450
97379,194758,419,380,452
97380,194760,415,379,450
